"key_person","key_uuid","key_mlbam","key_retro","key_bbref","key_fangraphs","name_first","name_last","name_given","name_nick","birth_year","birth_month","birth_day","pro_played_first","mlb_played_first","mlb_played_last"
"c5e39d8e","c5e39d8e-d428-44cb-8e47-b77b824c5d28",675916,"","karinja01",20151,"James","Karinchak","James Stephen","",1995,9,22,2017,2019,2019
"7c1cd208","7c1cd208-e817-437c-89bb-0b08454b4463",501992,"karnn001","karnsna01",12638,"Nate","Karns","Nathan Alan","",1987,11,25,2011,2013,2019
"e32fbb06","e32fbb06-4d63-43d2-ba81-976cc4d8c934",444371,"karsj001","karstje01",5879,"Jeff","Karstens","Jeffrey Wayne","",1982,9,24,2003,2006,2012
"12c6bb38","12c6bb38-4f69-4778-9c3f-0de4642b366d",499877,"kawak001","kawakke01",9225,"Kenshin","Kawakami","Kenshin","",1975,6,22,1998,2009,2010
"df3096a2","df3096a2-f910-4d30-a542-2c3f9783c000",493128,"kawam001","kawasmu01",13047,"Munenori","Kawasaki","Munenori","",1981,6,3,2001,2012,2016
"5ff25ef0","5ff25ef0-f048-46a7-bf61-43c057f85f22",641743,"","kayan01",20387,"Anthony","Kay","Anthony Benjamin","",1995,3,21,2018,2019,2019
"eca39f12","eca39f12-1678-4f2a-ab1d-bbad24cead2f",431148,"kazms001","kazmisc01",4897,"Scott","Kazmir","Scott Edward","",1984,1,24,2002,2004,2016
"36bb698d","36bb698d-d156-43d2-a1ba-e20230a4dc40",400290,"keara001","kearnau01",332,"Austin","Kearns","Austin Ryan","",1980,5,20,1998,2002,2013
"b4e80079","b4e80079-2151-4fbe-b661-9af6eec92a4c",605309,"kelak001","kelake01",14696,"Keone","Kela","Keone Cole","",1993,4,16,2012,2015,2019
"bfb3dd27","bfb3dd27-2af4-4e0c-aa79-dd036b1d3690",641745,"kellb003","kellebr01",15734,"Brad","Keller","Brad Michael","",1995,7,27,2013,2018,2019
"9b0770f3","9b0770f3-9aa9-4e1f-970f-f24b0da3890d",664918,"","kelleky01",18890,"Kyle","Keller","Kyle Robert","",1993,4,28,2015,2019,2019
"fbd94e66","fbd94e66-6080-4fc4-8da5-da05df88ac73",656605,"","kellemi03",17594,"Mitch","Keller","Mitch Thomas","",1996,4,4,2014,2019,2019
"08a06d0d","08a06d0d-778d-4052-a6e0-a7c389cd9b13",518875,"kells001","kellesh01",7773,"Shawn","Kelley","Shawn Andrew","",1984,4,26,2007,2009,2019
"c1c47b99","c1c47b99-5dff-47f1-8750-38ed019b30e7",665001,"","kelletr01",18454,"Trevor","Kelley","Trevor Michael","",1993,10,20,2015,2019,2019
"3a165059","3a165059-66a0-42ac-b637-28825a869ca0",608348,"kellc002","kellyca02",13620,"Carson","Kelly","Carson Franklin","",1994,7,14,2012,2016,2019
"999de146","999de146-59aa-402c-9ee2-9658c1e347c6",543391,"kellc001","kellyca01",9174,"Casey","Kelly","Casey Patrick","",1989,10,4,2008,2012,2018
"2a670ae7","2a670ae7-e2eb-4837-9821-465da12e81a8",430603,"kelld001","kellydo01",2216,"Don","Kelly","Donald Thomas","",1980,2,15,2001,2007,2016
"4d616ee5","4d616ee5-d43e-42ba-bb95-c481fd8f9c4c",523260,"kellj001","kellyjo05",9761,"Joe","Kelly","Joseph William","",1988,6,9,2009,2012,2019
"f9d4e4e2","f9d4e4e2-013f-40cb-97c2-4ebd1de8d1bc",518876,"","kellyme01",11156,"Merrill","Kelly","Kenneth Merrill","",1988,10,14,2010,2019,2019
"5c74d476","5c74d476-e171-4651-aa46-513ae04d5ec2",502462,"kellr001","kellyry01",4858,"Ryan","Kelly","William Ryan","",1987,10,30,2007,2015,2015
"3176556d","3176556d-1f20-470a-a11d-a8526a1558fa",571841,"kellt001","kellyty01",7740,"Ty","Kelly","Tyler Patrick","",1988,7,20,2009,2016,2018
"7e7c9f53","7e7c9f53-a34f-44ea-84bd-aecf55cae07c",461314,"kempm001","kempma01",5631,"Matt","Kemp","Matthew Ryan","The Bison",1984,9,23,2003,2006,2019
"69285de8","69285de8-f91c-450c-b988-8b86e623da8a",643393,"kempt001","kempto01",14894,"Tony","Kemp","Anthony Allen","",1991,10,31,2013,2016,2019
"936874e0","936874e0-3b88-41da-97d8-59731f311bd0",116974,"kendj001","kendaja01",993,"Jason","Kendall","Jason Daniel","",1974,6,26,1992,1996,2010
"3a60cfb4","3a60cfb4-c1e4-4979-88aa-8b1bed342945",435062,"kendh001","kendrho01",4229,"Howie","Kendrick","Howard Joseph","",1983,7,12,2002,2006,2019
"b290fccd","b290fccd-a4e7-4290-bba8-7ead095117cc",452718,"kendk001","kendrky01",6230,"Kyle","Kendrick","Kyle Rodney","",1984,8,26,2003,2007,2017
"e2d5d19d","e2d5d19d-2e6f-44a2-8422-8ab90d714857",150456,"kenna001","kennead01",19,"Adam","Kennedy","Adam Thomas","",1976,1,10,1997,1999,2012
"cdd24ef4","cdd24ef4-e9f8-42af-8353-12b307dd84f1",664028,"kennb001","kennebr02",17877,"Brett","Kennedy","Brett","",1994,8,4,2015,2018,2018
"c7a3c661","c7a3c661-9cc5-4c2f-9a66-2daa3feabd4c",453178,"kenni001","kenneia01",6986,"Ian","Kennedy","Ian Patrick","",1984,12,19,2006,2007,2019
"c5d3cb1b","c5d3cb1b-0381-4fdb-852c-5128075dc309",434137,"kensl001","kensilo01",6166,"Logan","Kensing","Logan French","",1982,7,3,2003,2004,2016
"c9413e23","c9413e23-69ed-4e1d-8891-df1efcaccfd1",596146,"keplm001","keplema01",12144,"Max","Kepler","Maximilian","",1993,2,10,2010,2015,2019
"5cb32ffa","5cb32ffa-4c1f-4fbd-8482-07e3b1685b08",433898,"keppj001","keppije01",3856,"Jeff","Keppinger","Jeffrey Scott","",1980,4,21,2002,2004,2013
"0caa3053","0caa3053-9174-4cc7-9e1f-3b9b5505cdd4",477132,"kersc001","kershcl01",2036,"Clayton","Kershaw","Clayton Edward","",1988,3,19,2006,2008,2019
"21046554","21046554-0916-4a10-9471-2f1002dc1a67",572971,"keucd001","keuchda01",9434,"Dallas","Keuchel","Dallas","",1988,1,1,2009,2012,2019
"92525a9c","92525a9c-b157-446c-b717-33be4cfe0dd8",592464,"kickm001","kickhmi01",11618,"Mike","Kickham","Michael Joseph","",1988,12,12,2010,2013,2014
"0f76be24","0f76be24-34b5-44f6-9665-0b8d436fac4b",666198,"","kieboca01",19958,"Carter","Kieboom","Carter Alswinn","",1997,9,3,2016,2019,2019
"326996de","326996de-4d9c-42cc-bab4-da1e611427e1",571851,"kiebs001","kiebosp01",13300,"Spencer","Kieboom","Spencer John","",1991,3,16,2012,2016,2018
"01be6bc5","01be6bc5-a8d7-461c-899a-a0132e61f6b9",518883,"kiekd001","kiekhde01",10529,"Dean","Kiekhefer","Dean Allen","",1989,6,7,2010,2016,2018
"fdb19ad6","fdb19ad6-fedc-495e-b9c9-a2b641e9ad9f",595281,"kierk001","kiermke01",11038,"Kevin","Kiermaier","Kevin James","",1990,4,22,2010,2013,2019
"b12e1a4c","b12e1a4c-572f-47f6-8a58-69eadbb3aade",523261,"kiesr001","kiescro01",5225,"Roger","Kieschnick","Roger Keith","",1987,1,21,2008,2013,2014
"20af2ca1","20af2ca1-790c-4a6b-8f1f-f480bbf862fb",579328,"","kikucyu01",20633,"Yusei","Kikuchi","Yusei","",1991,6,17,2011,2019,2019
"849fbe99","849fbe99-ba81-436b-a7e0-41ce8ced2659",489020,"kilbb001","kilbybr01",9823,"Brad","Kilby","Brad Thomas","",1983,2,19,2005,2009,2010
"9db127db","9db127db-94a3-4c35-a5a0-2979743650e0",547957,"kim-h001","kimhy01",18718,"Hyun Soo","Kim","Hyun Soo","",1988,1,12,2006,2016,2017
"b56f1437","b56f1437-04b9-4802-a0f9-6f90e301ab6c",501993,"kimbc002","kimbaco01",9480,"Cole","Kimball","Cole A.","",1985,8,1,2006,2011,2011
"869305cd","869305cd-b303-4df6-b890-425cc63b5d3a",518886,"kimbc001","kimbrcr01",6655,"Craig","Kimbrel","Craig Michael","",1988,5,28,2008,2010,2019
"cee8d5c1","cee8d5c1-d775-46d9-9ec7-8c5631971b58",643396,"kinei001","kineris01",16512,"Isiah","Kiner-Falefa","Isiah","",1995,3,23,2013,2018,2019
"b9b54ca4","b9b54ca4-204a-45d6-b667-18466c44e965",650633,"","kingmi01",19853,"Mike","King","Michael McRae","",1995,5,25,2016,2019,2019
"4dac4d42","4dac4d42-3fdf-4add-8377-f9ab36e57036",664068,"kings001","kingesc01",17975,"Scott","Kingery","Scott M.","",1994,4,29,2015,2018,2019
"cdc91cd7","cdc91cd7-4273-4f75-84af-d86e48585fd5",592468,"kingn001","kinghni01",11694,"Nick","Kingham","Nicholas Gordon","",1991,11,8,2010,2018,2019
"910abaf7","910abaf7-2dca-40e8-8160-fbf5bf394164",641755,"kinlt001","kinlety01",18297,"Tyler","Kinley","Tyler Harrison","",1991,1,31,2013,2018,2019
"7581da4a","7581da4a-519a-4c7f-827a-28c4455a1f80",448337,"kinnj001","kinnejo01",3638,"Josh","Kinney","Joshua Thomas","",1979,3,31,2001,2006,2012
"4037c26a","4037c26a-5c62-4a07-a53c-5b18b42866d1",435079,"kinsi001","kinslia01",6195,"Ian","Kinsler","Ian Michael","",1982,6,22,2003,2006,2019
"1119a8c9","1119a8c9-9b40-45b6-ac6f-08f3be388aab",445213,"kintb001","kintzbr01",9939,"Brandon","Kintzler","Brandon Lee","",1984,8,1,2004,2010,2019
"e1380a07","e1380a07-e7c9-4ffa-9b65-b4856f0c3790",543401,"kipnj001","kipnija01",9776,"Jason","Kipnis","Jason Michael","",1987,4,3,2009,2011,2019
"67990d0a","67990d0a-05e4-443c-9588-985aad26a380",457779,"kirkm001","kirkmmi01",9877,"Michael","Kirkman","Michael Scott","",1986,9,18,2005,2010,2016
"2fdf1ac2","2fdf1ac2-b2e9-4d41-ac35-73abc96c2c8f",552640,"kitta001","kittran01",12828,"Andrew","Kittredge","Andrew Michael","",1990,3,17,2011,2017,2019
"622c9e87","622c9e87-c357-490d-bd2c-fb8c2082ef2a",623182,"kivlp001","kivlepa01",13910,"Patrick","Kivlehan","Patrick Anthony","",1989,12,22,2012,2016,2018
"7abe2c34","7abe2c34-e4c4-4418-9c3d-e1e7fcc81149",607309,"kleip001","kleinph01",12675,"Phil","Klein","Phil William","",1989,4,30,2011,2014,2016
"2a829552","2a829552-9e6b-4a93-8220-7fe143d1b663",571858,"","klinebr01",14101,"Branden","Kline","Branden Alexander","",1991,9,29,2012,2019,2019
"bc1a4ce9","bc1a4ce9-212e-4713-bb54-db32767f0e8c",446372,"klubc001","klubeco01",2429,"Corey","Kluber","Corey Scott","",1986,4,10,2007,2011,2019
"d29d93e7","d29d93e7-b51b-4bbf-8737-a30ca737b907",595284,"knapa001","knappan01",14942,"Andrew","Knapp","Andrew Michael","",1991,11,9,2013,2017,2019
"b12533d5","b12533d5-00dd-4cd7-836b-63b1f3673924",608349,"knebc001","knebeco01",15010,"Corey","Knebel","Corey Andrew","",1991,11,26,2013,2014,2018
"372566fd","372566fd-d37c-48df-8864-f7eac03b8bcb",668800,"","kniznan01",19514,"Andrew","Knizner","Andrew Robert","",1995,2,3,2016,2019,2019
"c85b2daf","c85b2daf-e900-464d-b40b-3570fd5c8ae6",605317,"knudg001","knudsgu01",12669,"Guido","Knudson","Guido Joel","",1989,8,5,2011,2015,2015
"8849af46","8849af46-d503-4bad-85ca-9d7ef1c46e05",571862,"kobej001","koberje01",9591,"Jeff","Kobernus","Jeffrey Gilbert","",1988,6,30,2009,2013,2014
"ef33548b","ef33548b-020b-4071-8363-69f587cd8457",571863,"kochm001","kochma01",13420,"Matt","Koch","Matthew David","",1990,11,2,2012,2016,2019
"88b9f743","88b9f743-b926-4baa-878e-c82774984e19",543408,"koeht001","koehlto01",6570,"Tom","Koehler","Thomas R.","",1986,6,29,2008,2012,2017
"6b7e0856","6b7e0856-f56c-4504-ba79-b5a9e8b25837",543409,"kohnm001","kohnmi01",8505,"Michael","Kohn","Michael Thomas","",1986,6,26,2008,2010,2015
"c36a5bca","c36a5bca-b75a-4e3b-97b7-60aeeec6287d",592473,"kolaa001","kolarad01",10843,"Adam","Kolarek","Adam John","",1989,1,14,2010,2017,2019
"cdf5cab2","cdf5cab2-a70a-4c0a-adc1-2c16f52b9544",518900,"komae001","komater01",8039,"Erik","Komatsu","Erik Jordan","",1987,10,1,2008,2012,2012
"97b9de70","97b9de70-55b2-4eee-b441-374e4d7b30df",117244,"konep001","konerpa01",242,"Paul","Konerko","Paul Henry","",1976,3,5,1994,1997,2014
"9e7bf158","9e7bf158-8c63-4b76-90ce-3b6287470050",502004,"kontg001","kontoge01",9486,"George","Kontos","George Nicholas","",1985,6,12,2006,2011,2018
"fec0fb04","fec0fb04-7f3d-4a90-b401-296190b81989",656629,"kopem001","kopecmi01",17282,"Michael","Kopech","Michael Talbert","",1996,4,30,2014,2018,2018
"af178c67","af178c67-3dad-4aec-9dd1-ab95ae576212",445090,"koreb001","korecbo01",4608,"Bobby","Korecky","Robert John","",1979,9,16,2002,2008,2014
"3f3bb095","3f3bb095-ecf7-4293-9b68-c00604814636",425773,"kotcc001","kotchca01",1930,"Casey","Kotchman","Casey John","",1983,2,22,2001,2004,2013
"410230e0","410230e0-90fb-4241-92e3-f8826c932147",117276,"kotsm001","kotsama01",1042,"Mark","Kotsay","Mark Steven","",1975,12,2,1996,1997,2013
"432bab9f","432bab9f-086e-493c-848a-d85eefb7b802",435459,"kottg001","kottage01",5506,"George","Kottaras","George","",1983,5,10,2003,2008,2014
"f776177e","f776177e-3b53-47c1-a254-76300846e633",450260,"kouzk001","kouzmke01",5995,"Kevin","Kouzmanoff","Kevin","",1981,7,25,2003,2006,2014
"7120d8bb","7120d8bb-aec4-43d5-91ae-7a7dcd58d351",518902,"kozmp001","kozmape01",2539,"Pete","Kozma","Peter Michael","",1988,4,11,2007,2011,2018
"0eb3339a","0eb3339a-b8db-4602-a683-99b9b1385121",596012,"kramk001","krameke01",17689,"Kevin","Kramer","Kevin Lowell","",1993,10,3,2015,2018,2019
"fb82ca0b","fb82ca0b-31df-47d4-81de-ff8e00326c91",456124,"krate001","kratzer01",4403,"Erik","Kratz","Erik Floyd","",1980,6,15,2002,2010,2019
"dd064342","dd064342-6624-4795-a2b1-550ee5a161f3",571868,"kraum001","krausma01",7577,"Marc","Krauss","Marc S.","",1987,10,5,2009,2013,2015
"21a733cc","21a733cc-3beb-49be-90bd-35772827a2f4",607216,"krehj001","krehbjo01",13707,"Joey","Krehbiel","Joseph Roland","",1992,12,20,2011,2018,2018
"72dea834","72dea834-658f-4b91-91b7-5959bd84c563",476127,"kroez001","kroenza01",4383,"Zach","Kroenke","Zachary B.","",1984,4,21,2005,2010,2011
"6da62e59","6da62e59-779c-4663-a4e8-0f05b3007db1",571871,"kroli001","krolia01",10066,"Ian","Krol","Ian A.","",1991,5,9,2009,2013,2018
"6d12e02c","6d12e02c-c515-40d8-9031-7d64d850c588",430585,"kubej002","kubelja01",2161,"Jason","Kubel","Jason James","",1982,5,25,2000,2004,2014
"bad156bc","bad156bc-a9c2-4b81-8c84-d44c2f3a6f5d",605323,"kubik001","kubitky01",12148,"Kyle","Kubitza","Kyle Andrew","",1990,7,15,2011,2015,2015
"527377e7","527377e7-83de-4ef4-beda-040e04149aa8",641771,"kuhlc001","kuhlch01",14975,"Chad","Kuhl","Chad Michael","",1992,9,10,2013,2016,2018
"3f5237d5","3f5237d5-8b1d-4b31-954f-7fdc8be11a23",669270,"","kuhnejo01",19995,"Joel","Kuhnel","Joel Kenneth","",1995,2,19,2016,2019,2019
"d7d63945","d7d63945-3b4d-4aea-a6ef-2d5f1067a130",425539,"kuo-h001","kuoho01",7016,"Hung-Chih","Kuo","Hung-Chih","",1981,7,23,2000,2005,2011
"943631a1","943631a1-cb38-46de-a56a-088cc017b245",493133,"kuroh001","kurodhi01",3283,"Hiroki","Kuroda","Hiroki","",1975,2,10,1997,2008,2014
"9ff584c8","9ff584c8-c561-46a8-9663-7a5fe1c209af",600303,"lastt001","lasteto01",12371,"Tommy","La Stella","Thomas F.","",1989,1,31,2011,2014,2019
"4c62e786","4c62e786-58b7-44df-9f3b-9d217c97972a",607951,"laboj001","labouja01",14996,"Jairo","Labourt","Jairo Snaider","",1994,3,7,2011,2017,2017
"6136c974","6136c974-5d0b-42f6-8d37-470294caaa3d",407793,"lackj001","lackejo01",1507,"John","Lackey","John Derran","",1978,10,23,1999,2002,2017
"da0fd2db","da0fd2db-dfb3-4428-a236-808ce750daf0",502285,"ladet001","ladenty01",3211,"Tyler","Ladendorf","Tyler James","",1988,3,7,2008,2015,2016
"97930a9e","97930a9e-e053-4e41-b8bb-931029fbabb6",444836,"laffa001","laffeaa01",6248,"Aaron","Laffey","Aaron Steven","",1985,4,15,2003,2007,2015
"74902851","74902851-b451-409e-9bb6-998d041debe6",489039,"lafrb001","lafrobo01",7758,"Bobby","LaFromboise","Robert Joseph","",1986,6,25,2008,2013,2015
"57e32373","57e32373-2b35-4a7b-87ae-dca0020277a9",501571,"lagaj001","lagarju01",5384,"Juan","Lagares","Juan Osvaldo","",1989,3,17,2006,2013,2019
"886d0b12","886d0b12-df29-4832-a6ad-cd1a91b6f738",445933,"lahab001","lahaibr01",5462,"Bryan","LaHair","Bryan Allan","",1982,11,5,2003,2008,2012
"bc09d2c6","bc09d2c6-2c63-4e2a-a082-b831f62f3969",621078,"","lailbr01",14707,"Brady","Lail","Brady Joe","",1993,8,9,2012,2019,2019
"75834957","75834957-f3a1-4c2c-ad1f-0e67a9b036b6",477186,"lairb001","lairdbr01",5476,"Brandon","Laird","Brandon J.","",1987,9,11,2007,2011,2013
"f2fec0cb","f2fec0cb-f02d-4e46-b445-d3c671b21d30",408042,"lairg001","lairdge01",1698,"Gerald","Laird","Gerald Lee","",1979,11,13,1999,2003,2015
"bac783c2","bac783c2-a9d7-482c-860f-12d16319c7ba",516809,"lakej001","lakeju01",4672,"Junior","Lake","Junior Osvaldo","",1990,3,27,2007,2013,2016
"95c7d2bd","95c7d2bd-5185-4f67-b562-99acb26b8fcd",664042,"","lakintr01",18600,"Travis","Lakins","Travis Clay","",1994,6,29,2015,2019,2019
"1f74a694","1f74a694-3b36-4084-ae3a-c3d673f431a9",503351,"lallb001","lallibl01",9246,"Blake","Lalli","Blake Thomas","",1983,5,12,2006,2012,2016
"c5d74a9b","c5d74a9b-b000-4ff0-8b2a-213cba89f6fd",534606,"lamar001","lamarry01",10700,"Ryan","LaMarre","Ryan M.","",1988,11,21,2010,2015,2019
"29f8b660","29f8b660-9a49-4fba-99c3-01d576beba0a",571875,"lambj001","lambja01",13329,"Jake","Lamb","Jacob Ryan","",1990,10,9,2012,2014,2019
"d625b234","d625b234-3a44-46c1-b6e4-cc770b800288",543424,"lambj002","lambjo02",8493,"John","Lamb","John Michael","",1990,7,10,2009,2015,2018
"cd997d33","cd997d33-e0bb-4cb8-a251-a32779a7c33d",150286,"lambm001","lambmi01",1258,"Mike","Lamb","Michael Robert","",1975,8,9,1997,2000,2010
"73851ae5","73851ae5-f222-4a02-9657-80f3457ac2c2",663567,"","lambepe01",17969,"Peter","Lambert","Peter Joseph","",1997,4,18,2015,2019,2019
"ab31585b","ab31585b-266a-4906-92fa-427e0f6f6f11",518911,"lamba001","lamboan01",5386,"Andrew","Lambo","Andrew Francis","",1988,8,11,2007,2013,2016
"913c86cb","913c86cb-b673-467e-8a47-4ad86612a55c",659275,"lamed001","lametdi01",17186,"Dinelson","Lamet","Dinelson","",1992,7,18,2014,2017,2019
"c8b7b55e","c8b7b55e-d80d-4e4a-b00d-50ba378c7162",407835,"lanej001","laneja01",1397,"Jason","Lane","Jason Dean","",1976,12,22,1999,2002,2014
"8aecf57e","8aecf57e-487a-4ec1-9b2e-1987b6d17b17",407798,"langr002","langery01",98,"Ryan","Langerhans","Ryan David","",1980,2,20,1998,2002,2013
"fa111e87","fa111e87-b1ef-465b-8f5c-daca8639e647",543426,"langm002","langwma01",8130,"Matt","Langwell","Matthew August","",1986,5,6,2008,2013,2013
"4dbc4e2d","4dbc4e2d-c8f3-476b-a26e-211b2bf32438",458709,"lannj001","lannajo01",7080,"John","Lannan","John Edward","",1984,9,27,2005,2007,2014
"dc43cd6d","dc43cd6d-0ecb-4598-a0d4-4177b919d98f",453181,"lapom001","laporma01",2280,"Matt","LaPorta","Matthew Vincent","",1985,1,8,2007,2009,2012
"ca8286e5","ca8286e5-acca-4d62-8b20-f65893f3f9ee",460252,"larij001","larisje01",5128,"Jeff","Larish","Jeffrey David","",1982,10,11,2005,2008,2010
"f41a4166","f41a4166-5a58-4e5c-94c8-c669f538dbb9",425560,"laroa001","larocad01",1904,"Adam","LaRoche","David Adam","",1979,11,6,2000,2004,2015
"15ccb972","15ccb972-99f3-4d60-9975-f5fdeefe0510",451188,"laroa002","larocan01",6444,"Andy","LaRoche","Andrew Christian","",1983,9,13,2003,2007,2013
"5b1e84fb","5b1e84fb-c586-41fd-84a0-8f54ef08c901",150178,"laruj001","larueja01",337,"Jason","LaRue","Michael Jason","",1974,3,19,1995,1999,2010
"ec8dd2bc","ec8dd2bc-515d-44fb-8ffc-03248fbc9404",502009,"latom001","latosma01",3815,"Mat","Latos","Mathew Adam","",1987,12,9,2007,2009,2017
"2a54e253","2a54e253-c75b-400c-a48e-f55c9be3d4be",641778,"lauee001","lauerer01",19316,"Eric","Lauer","Eric Lance","",1995,6,3,2016,2018,2019
"0ab0ce2b","0ab0ce2b-ba41-4157-ba2e-732a111ba9b7",657656,"laurr001","laurera01",17128,"Ramon","Laureano","Ramon","",1994,7,15,2014,2018,2019
"d18c1981","d18c1981-6447-4ee1-be0f-574e5cbc1e11",543432,"lavar001","lavarry01",8879,"Ryan","Lavarnway","Ryan Cole","",1987,8,7,2008,2011,2019
"990563c1","990563c1-7127-467a-81a2-acabc1d4dd57",571882,"law-d001","lawde01",13133,"Derek","Law","Derek Robert","",1990,9,14,2011,2016,2019
"6fbb379f","6fbb379f-d43d-4e79-9791-6874f651072f",596271,"lawrc001","lawreca01",11121,"Casey","Lawrence","Casey Lee","",1987,10,28,2010,2017,2018
"dc9a83a3","dc9a83a3-107b-41e6-8893-64601cd51f26",543434,"lawrb002","lawribr01",5247,"Brett","Lawrie","Brett Russell","",1990,1,18,2009,2011,2016
"776b9313","776b9313-ba2a-4154-9500-3be383b30d65",518927,"laynt001","layneto01",7501,"Tommy","Layne","Thomas Kevin","",1984,11,2,2007,2012,2017
"332c600d","332c600d-0b91-4e3c-a6b7-38667fd6d884",612272,"lazor001","lazora01",14077,"Raudel","Lazo","Raudel","",1989,4,12,2008,2015,2015
"866336d2","866336d2-5b86-465f-a421-ced1acddac3c",434181,"leagb001","leagubr01",3731,"Brandon","League","Brandon Paul","",1983,3,16,2001,2004,2014
"97ef61ed","97ef61ed-0bf6-48c1-9564-62550b50466d",502190,"leakm001","leakemi01",10130,"Mike","Leake","Michael Raymond","",1987,11,12,2009,2010,2019
"b5520fc7","b5520fc7-9de3-4bcf-ac79-6f7c3cd5a595",605333,"leatj001","leathja01",12562,"Jack","Leathersich","John Victor","",1990,7,14,2011,2015,2017
"4bb18454","4bb18454-da7a-40b8-84b7-e29dd6eae4ad",453281,"leblw001","leblawa01",5221,"Wade","LeBlanc","Wade Matthew","",1984,8,7,2006,2008,2019
"87dee7d5","87dee7d5-2117-4820-974f-1b587fe078c8",600917,"leclj001","leclejo01",14524,"Jose","Leclerc","Jose Ramon","",1993,12,19,2011,2016,2019
"09d1c111","09d1c111-c711-40fe-a111-3fbb2a186e70",459967,"lecus001","lecursa01",4664,"Sam","LeCure","Samuel R.","",1984,5,4,2005,2010,2015
"a2156079","a2156079-c650-41f5-bf89-9f1445667de6",425656,"ledew001","ledezwi01",1669,"Wil","Ledezma","Wilfredo Jose","",1981,1,21,1999,2003,2011
"90dd4810","90dd4810-72b0-4af5-82f5-a9d546fde74a",657658,"lee-b001","leebr01",16839,"Braxton","Lee","Braxton Russell","",1993,8,23,2014,2018,2018
"20b78af4","20b78af4-f0fa-4815-ab8e-d9d3f359ff8d",547348,"lee-c004","leech01",5177,"C. C.","Lee","Chen-Chang","",1986,10,21,2009,2013,2015
"2c6e52b2","2c6e52b2-d5c6-4bf9-9124-117b8d3ae5d2",150324,"lee-c001","leeca01",243,"Carlos","Lee","Carlos","El Caballo",1976,6,20,1994,1999,2012
"e76a5338","e76a5338-6de0-4f55-b9cd-0121ab2ca9eb",424324,"lee-c003","leecl02",1636,"Cliff","Lee","Clifton Phifer","",1978,8,30,2000,2002,2014
"1f8a4e04","1f8a4e04-02ee-4457-a705-a1727b0e23e7",493193,"lee-d004","leeda02",18722,"Dae-ho","Lee","Dae-ho","",1982,6,21,2001,2016,2016
"196b8771","196b8771-1ea3-4cb3-8929-dc3f37581f8c",117601,"lee-d002","leede02",525,"Derrek","Lee","Derrek Leon","",1975,9,6,1993,1997,2011
"92840651","92840651-9739-4f9f-bd7b-6baf5f4af1cc",545346,"lee-z001","leeza01",11468,"Zach","Lee","Zachary Stephen","",1991,9,13,2011,2015,2017
"a936871a","a936871a-9b52-4c28-bf69-db9c8a44ca1f",489056,"leesc001","leesmch01",9124,"Charles","Leesman","Charles James","",1987,3,10,2008,2013,2014
"9617c075","9617c075-5278-4ca0-818c-63f90df8adf8",643410,"leitm002","leitema02",15551,"Mark","Leiter","Mark Edward","",1991,3,13,2013,2017,2018
"07868aab","07868aab-ad06-45d8-aa10-1f16388202ba",518934,"lemad001","lemahdj01",9874,"DJ","LeMahieu","David John","",1988,7,13,2009,2011,2019
"7c0b7e9e","7c0b7e9e-0322-4bc9-8949-a98b9226ac3d",455376,"leona002","leonar02",8846,"Arcenio","Leon","Arcenio","",1986,9,22,2005,2017,2017
"16c67bc7","16c67bc7-497f-45b5-bd15-6e7a855a159a",504186,"leona001","leonar01",5595,"Arnold","Leon","Alex Arnold","",1988,9,6,2006,2015,2016
"92ecb68a","92ecb68a-1f9b-481e-a077-0750dfe97ff1",506702,"leons001","leonsa01",5273,"Sandy","Leon","Sandy David","",1989,3,13,2007,2012,2019
"66dc0c43","66dc0c43-12de-4c10-8e48-a92dabe6c73f",608678,"leond003","leonedo01",13763,"Dominic","Leone","Dominic Joseph","",1991,10,26,2012,2014,2019
"72736f37","72736f37-dd81-40ce-a70c-ca69580b05dd",434679,"lerea001","lerewan01",3440,"Anthony","Lerew","Anthony Allen","",1982,10,28,2001,2005,2010
"229b0106","229b0106-c31c-45d6-9131-60c1a0fc7c51",460092,"leroc001","lerouch01",7645,"Chris","Leroux","Christopher A.","",1984,4,14,2006,2009,2014
"5c00e8cf","5c00e8cf-35df-4df5-85da-b8841e332d46",452722,"lerus001","lerudst01",113,"Steven","Lerud","Steven James","",1984,10,13,2004,2012,2013
"0d6b6af2","0d6b6af2-a343-4490-a97d-6f17b9078e15",452657,"lestj001","lestejo01",4930,"Jon","Lester","Jonathan Tyler","",1984,1,7,2002,2006,2019
"7b334004","7b334004-18fb-41a2-aacb-a95d53e625c1",592499,"lewia001","lewicar01",16731,"Artie","Lewicki","Arthur Michael","",1992,4,8,2014,2017,2018
"d3326ff4","d3326ff4-0f3a-42c4-89a1-a89924a5a050",407890,"lewic001","lewisco01",1259,"Colby","Lewis","Colby Preston","",1979,8,2,1999,2002,2016
"23bc2725","23bc2725-84b6-40f5-a56b-cbb9ccefca13",430930,"lewif001","lewisfr02",4693,"Fred","Lewis","Frederick Deshaun","",1980,12,9,2002,2006,2012
"44378847","44378847-a7a8-4d27-868a-e3d926cb474d",460029,"lewij003","lewisje01",3384,"Jensen","Lewis","Jensen Daniel","",1984,5,16,2005,2007,2010
