"key_person","key_uuid","key_mlbam","key_retro","key_bbref","key_fangraphs","name_first","name_last","name_given","name_nick","birth_year","birth_month","birth_day","pro_played_first","mlb_played_first","mlb_played_last"
"6020b1f4","6020b1f4-4854-4617-a86b-33e3f959c901",430911,"aardd001","aardsda01",1902,"David","Aardsma","David Allan","",1981,12,27,2003,2004,2015
"409c5800","409c5800-6f02-42e5-8ec7-a5c87279730d",472551,"abadf001","abadfe01",4994,"Fernando","Abad","Fernando Antonio","",1985,12,17,2006,2010,2019
"5ccf29ba","5ccf29ba-f469-43ae-86f1-379f3def6077",110029,"abreb001","abreubo01",945,"Bobby","Abreu","Bob Kelly","",1974,3,11,1991,1996,2014
"205d5c4c","205d5c4c-3c2b-40f3-9330-43a183fbddb0",650556,"","abreubr01",16609,"Bryan","Abreu","Bryan Enrique","",1997,4,22,2014,2019,2019
"93df872d","93df872d-2017-4e79-b853-4f0da72faee5",547989,"abrej003","abreujo02",15676,"Jose","Abreu","Jose Dariel","",1987,1,29,2003,2014,2019
"80c69833","80c69833-f3f3-432b-889e-cf87e44f5e89",444874,"abrej002","abreuju01",6306,"Juan","Abreu","Juan de Dios","",1985,4,8,2005,2011,2011
"133e636e","133e636e-132a-4a28-82fd-6c831e589ed2",473234,"abret001","abreuto01",5053,"Tony","Abreu","Etanislao Toni","",1984,11,13,2003,2007,2014
"eb4b8123","eb4b8123-b781-4138-bb2f-ee281a098102",435618,"accaj001","accarje01",6428,"Jeremy","Accardo","Jeremiah Lee","",1981,12,18,2004,2005,2012
"5621ac87","5621ac87-b987-4481-9218-893148fedb8d",469686,"aceva001","aceveal01",5164,"Alfredo","Aceves","Alfredo","",1982,12,8,2002,2008,2014
"86311a26","86311a26-4685-4389-a112-424c471af9d5",592091,"achta001","achteaj01",11387,"A. J.","Achter","Adam Joseph","",1988,8,27,2010,2014,2016
"c92cdb60","c92cdb60-0b23-4d11-b152-f4f9c93e9b3c",554429,"ackld001","ackledu01",10099,"Dustin","Ackley","Dustin Michael","",1988,2,26,2009,2011,2016
"142d54fc","142d54fc-48ad-4b2e-bff6-bb7074ee4613",407924,"acosm001","acostma01",8725,"Manny","Acosta","Manuel Alcides","",1981,5,1,2000,2007,2012
"cc15ccfa","cc15ccfa-fa17-4782-8bbc-fb7c9410532e",660670,"acunr001","acunaro01",18401,"Ronald","Acuna","Ronald Jose","",1997,12,18,2015,2018,2019
"1e4697b8","1e4697b8-11c8-49bd-8b1e-76666ef6645b",592094,"adamj002","adamja01",11861,"Jason","Adam","Jason Kendall","",1991,8,4,2011,2018,2019
"f3ad1637","f3ad1637-b172-4d21-9cbd-a503f64c8cf8",542436,"adamc001","adamecr01",6013,"Cristhian","Adames","Cristhian Pascual","",1991,7,26,2008,2014,2019
"c774cc57","c774cc57-d13a-43af-be07-fd75affe5897",642715,"adamw002","adamewi01",15986,"Willy","Adames","Willy Rafael","",1995,9,2,2013,2018,2019
"4a4fa511","4a4fa511-b3de-4dcc-941a-d72b47d0217f",613534,"adama002","adamsau02",13801,"Austin","Adams","Austin Lance","",1991,5,5,2012,2017,2019
"eb626ce0","eb626ce0-bf9b-4176-a637-c1695535dd4d",542866,"adama001","adamsau01",7411,"Austin","Adams","Austin David","",1986,8,19,2009,2014,2019
"a373c521","a373c521-fd02-44f9-a0af-7fc66f6d3ba8",664856,"adamc002","adamsch01",18135,"Chance","Adams","Chance","",1994,8,10,2015,2018,2019
"70443284","70443284-f790-4cc9-bad3-0b41bef1307a",458691,"adamd001","adamsda02",7389,"David","Adams","David Lee","",1987,5,15,2008,2013,2013
"ed642909","ed642909-bf7e-4f52-b2ff-df4a5fbb5cb1",572669,"adaml001","adamsla01",10767,"Lane","Adams","Lane Weston","",1989,11,13,2009,2014,2018
"0485ec7e","0485ec7e-4cf1-403d-8db5-034b02bde8db",571431,"adamm002","adamsma01",9393,"Matt","Adams","Matthew James","Big City",1988,8,31,2009,2012,2019
"34ca073e","34ca073e-f5d4-49b4-8b6e-f27299baa4be",430606,"adamm001","adamsmi03",1937,"Mike","Adams","Jon Michael","",1978,7,29,2001,2004,2014
"ea4356ca","ea4356ca-3f96-4642-a75d-866685c836ba",502031,"adamr003","adamsry01",6343,"Ryan","Adams","Ryan Scott","",1987,4,21,2006,2011,2011
"74556c6f","74556c6f-da2a-463b-806c-e903d62ef963",502264,"adcon001","adcocna01",3282,"Nathan","Adcock","Nathan Masler","",1988,2,25,2006,2011,2015
"d6e377d2","d6e377d2-2638-4d32-9db7-b37f31d8c417",451192,"adduj002","adducji02",6448,"Jim","Adduci","Jim Charles","",1985,5,15,2004,2013,2019
"6d1e0e9e","6d1e0e9e-afd4-4a38-bf4e-bdeaa2b6e714",534947,"adlet001","adlemti01",10968,"Tim","Adleman","Timothy Max","",1987,11,13,2010,2016,2017
"9cfad85e","9cfad85e-dd0b-43f5-9b1c-bc019c419750",501303,"adrie001","adriaeh01",8418,"Ehire","Adrianza","Ehire Enrique","",1989,8,21,2006,2013,2019
"e836cdca","e836cdca-a2b3-411f-b479-4b575b9efcb8",346793,"affej001","affelje01",583,"Jeremy","Affeldt","Jeremy David","",1979,6,6,1997,2002,2015
"b1eaa82e","b1eaa82e-df06-47a6-8ed7-28e2d011f0a6",642607,"","agrazda01",15821,"Dario","Agrazal","Dario Abdiel","",1994,12,28,2013,2019,2019
"0b68e7df","0b68e7df-7b58-4fd7-8c1a-cd087e5b47f1",542583,"aguij001","aguilje01",11342,"Jesus","Aguilar","Jesus Alexander","",1990,6,30,2008,2014,2019
"c7983610","c7983610-55ee-40d3-8da8-1b48ffcb3cf1",605113,"ahmen001","ahmedni01",12147,"Nick","Ahmed","Nicholas Mark","",1990,3,15,2011,2014,2019
"a0c094a7","a0c094a7-c1d4-4c7b-ba98-a59f530fe4dc",595798,"","alanirj01",10819,"R. J.","Alaniz","Ruben","",1991,6,14,2010,2019,2019
"978be996","978be996-5419-409c-adab-460ec1cf9d83",452293,"albaj001","albaljo01",3521,"Jonathan","Albaladejo","Jonathan","",1982,10,30,2001,2007,2012
"58519a65","58519a65-9bd0-4952-ac33-f4f518f859a9",452027,"albea001","alberan01",7853,"Andrew","Albers","Andrew William","",1985,10,6,2008,2013,2017
"ce0601d5","ce0601d5-bf86-4acd-997e-75ae5f2c8806",458006,"albem001","alberma01",4300,"Matt","Albers","Matthew James","",1983,1,20,2002,2006,2019
"d2303ae3","d2303ae3-69cc-49a2-ad98-c152c03c8d0d",593643,"albeh001","alberha01",11902,"Hanser","Alberto","Hanser Joel","",1992,10,17,2010,2015,2019
"1f8df31a","1f8df31a-c748-49f9-b1c4-d54d6c23ef18",645277,"albio001","albieoz01",16556,"Ozzie","Albies","Ozhaino Jurdy Jiandro","",1997,1,7,2014,2017,2019
"3c3cc188","3c3cc188-ae60-4572-ae6b-a9d42571c10b",456379,"albua001","albural01",6324,"Al","Alburquerque","Alberto Jose","",1986,6,10,2006,2011,2017
"217f5ad5","217f5ad5-5287-4f2f-8146-5fead9b45c4d",660896,"","alcaljo01",19459,"Jorge","Alcala","Jorge Luis","",1995,7,28,2015,2019,2019
"76f27af1","76f27af1-e2cf-4c62-be90-646f0b5c5c21",570489,"alcaa001","alcanar01",10711,"Arismendy","Alcantara","Arismendy","",1991,10,29,2009,2014,2017
"f48c91e3","f48c91e3-f97e-4688-aa8c-d60b1d03c444",593417,"alcar001","alcanra01",12790,"Raul","Alcantara","Raul","",1992,12,4,2010,2016,2017
"c9ec32b0","c9ec32b0-7b9d-4bf0-bcb2-81747481b3cb",645261,"alcas001","alcansa01",18684,"Sandy","Alcantara","Sandy","",1995,9,7,2014,2017,2019
"0cf2a010","0cf2a010-607c-4bba-9d67-319ef213ce2c",622505,"alcav001","alcanvi01",15028,"Victor","Alcantara","Victor Alfonso","",1993,4,3,2012,2017,2019
"a0f62ae4","a0f62ae4-6b9a-4e3f-b445-86d19bf2c074",400139,"aldrc001","aldrico01",1405,"Cory","Aldridge","Cory Jerome","",1979,6,13,1997,2001,2010
"a72aee9c","a72aee9c-69d8-4f3a-a78e-2641b0255887",518397,"alexs001","alexasc02",10591,"Scott","Alexander","Scott Alain","",1989,7,10,2010,2015,2019
"9c2fa2bd","9c2fa2bd-1dc0-455e-b774-4196e34d8248",641302,"","alexaty01",17735,"Tyler","Alexander","Tyler John","",1994,7,14,2015,2019,2019
"ea750743","ea750743-c4b1-4b4a-9cab-b471379b2787",595751,"alfaj002","alfarjo01",12180,"Jorge","Alfaro","Jorge Mario","",1993,6,11,2010,2016,2019
"b81aa557","b81aa557-ec06-4fcc-bc44-0b527f2bc91a",425769,"alfoe002","alfonel01",2331,"Eliezer","Alfonzo","Eliezer Jesus","",1979,2,7,1997,2006,2011
"bca6e25a","bca6e25a-ff4b-4d64-82b5-89ab2502529a",546990,"alfoa002","alforan01",14329,"Anthony","Alford","Anthony Joseph","",1994,7,20,2012,2017,2019
"1dc8655d","1dc8655d-8876-4d3d-b1db-33b572f9f155",663465,"allak001","allarko01",18694,"Kolby","Allard","Kolby Kenneth","",1997,8,13,2015,2018,2019
"c3016691","c3016691-3b3a-4544-95e6-c1fd0a11b278",664119,"","allenau01",18083,"Austin","Allen","Austin Michael","",1994,1,16,2015,2019,2019
"dedb7b8a","dedb7b8a-91f2-4ef6-b470-f822645c1e15",450315,"alleb001","allenbr01",7436,"Brandon","Allen","Brandon Durell","",1986,2,12,2004,2009,2012
"1aa704d3","1aa704d3-5223-449b-a102-fa6afd1c2318",592102,"allec002","allenco01",12183,"Cody","Allen","Cody Edward","",1988,11,20,2011,2012,2019
"f07e8d63","f07e8d63-450e-4083-953b-75a4be288649",656185,"alleg002","allengr01",16623,"Greg","Allen","Gregory Lomack","",1993,3,15,2014,2017,2019
"ef52e19c","ef52e19c-f385-400b-a683-284cf3f29e97",663531,"","allenlo01",18555,"Logan","Allen","Logan Shane","",1997,5,23,2015,2019,2019
"9f6f980c","9f6f980c-e249-41ca-8375-6b0728e2e284",501659,"almoa001","almonab01",5486,"Abraham","Almonte","Abraham","",1989,6,27,2006,2013,2019
"676d8efb","676d8efb-d2b4-4947-a7cd-726fe07afd06",400095,"almoe001","almoner01",808,"Erick","Almonte","Erick R.","",1978,2,1,1997,2001,2011
"b767f466","b767f466-7732-444f-b0ca-208313118e58",602083,"almom001","almonmi01",14139,"Miguel","Almonte","Miguel Emilio","",1993,4,4,2011,2015,2018
"9c8fdfe5","9c8fdfe5-59a5-4957-afbe-1a5e65c8dc92",622075,"almoy001","almonye01",15068,"Yency","Almonte","Yency","",1994,6,4,2012,2018,2019
"cf8a021c","cf8a021c-f7ab-494f-a986-5acc1a4f1e72",501660,"almoz001","almonzo01",6732,"Zoilo","Almonte","Zoilo Manuel","",1989,6,10,2006,2013,2014
"597fbaad","597fbaad-3b9f-4cbd-9eed-9b3476078b8a",546991,"almoa002","almoral01",14109,"Albert","Almora","Reinaldo Albert","",1994,4,16,2012,2016,2019
"e4bd060e","e4bd060e-e9ae-4378-8a98-bf4e3d8f6b60",624413,"","alonspe01",19251,"Pete","Alonso","Peter Morgan","",1994,12,7,2016,2019,2019
"dd1f759c","dd1f759c-b056-4706-a9f2-12b22dcc52e1",475174,"alony001","alonsyo01",2530,"Yonder","Alonso","Yonder","",1987,4,8,2008,2010,2019
"ddd1b992","ddd1b992-e317-432f-bf21-c959975d24ea",656186,"altad001","altavda01",16507,"Dan","Altavilla","Daniel","",1992,9,8,2014,2016,2019
"dffcd91d","dffcd91d-739b-4ad4-9f64-e4583f884f75",571437,"altha001","altheaa01",11270,"Aaron","Altherr","Aaron Samuel","",1991,1,14,2009,2014,2019
"f0e8fd62","f0e8fd62-774b-401d-b8d3-17a69b517cff",514888,"altuj001","altuvjo01",5417,"Jose","Altuve","Jose Carlos","Gigante",1990,5,6,2007,2011,2019
"1cd0af8b","1cd0af8b-c354-4301-ba70-f3d43bf29f7c",621237,"alvaj004","alvarjo03",17780,"Jose","Alvarado","Jose Antonio","",1995,5,21,2012,2017,2019
"c7e385a1","c7e385a1-b7aa-4d87-b140-ae87e4f8a78f",645848,"alvad002","alvarda02",15580,"Dariel","Alvarez","Dariel","",1988,11,7,2006,2015,2016
"a6d4afae","a6d4afae-7472-47a3-8d9e-ee6a05973c8f",516714,"alvad001","alvarda01",14239,"Dario","Alvarez","Dario Rafael","",1989,1,17,2007,2014,2017
"16337247","16337247-9adf-4a20-b2d5-b8a608b575bd",506693,"alvah001","alvarhe01",5669,"Henderson","Alvarez","Henderson Javier","",1990,4,18,2007,2011,2017
"5281687e","5281687e-b502-4071-8e5a-40c7a94831b0",501625,"alvaj003","alvarjo02",5358,"Jose","Alvarez","Jose Ricardo","",1989,5,6,2006,2013,2019
"1eb4b372","1eb4b372-f399-42ed-8b51-67948838fb99",476883,"alvap001","alvarpe01",2495,"Pedro","Alvarez","Pedro Manuel","",1987,2,6,2009,2010,2018
"0a644eaa","0a644eaa-09e8-42e5-87c6-26ed86d82c7b",571439,"alvar001","alvarrj01",13401,"R. J.","Alvarez","Roy Emilio","",1991,6,8,2012,2014,2015
"6abe077d","6abe077d-8991-4f4d-bb42-2220d6cd51f7",670541,"","alvaryo01",19556,"Yordan","Alvarez","Yordan Ruben","",1997,6,27,2013,2019,2019
"47c9ebc6","47c9ebc6-9f01-4446-8835-f4bb2df17bbd",640470,"","alzolad01",17859,"Adbert","Alzolay","Adbert","",1995,3,1,2013,2019,2019
"1c4ae7f8","1c4ae7f8-bfbd-40cd-a420-0c48716b4fb7",506560,"amara001","amarial01",9063,"Alexi","Amarista","Alexi Jose","Little Ninja",1989,4,6,2006,2011,2017
"158dcf02","158dcf02-2f41-4cb7-b70d-98995a5b3ac9",459932,"ambrh001","ambrihe01",559,"Hector","Ambriz","Hector","",1984,5,24,2006,2010,2014
"45a517ad","45a517ad-a54c-48a3-aaca-eecf3f60f2c2",571441,"amess001","amesst01",9615,"Steve","Ames","Steven C.","",1988,3,15,2009,2013,2013
"1eebe3a3","1eebe3a3-c06c-4663-ae57-3ea1ab3dbcd2",407792,"ameza001","amezaal01",1,"Alfredo","Amezaga","Alfredo","",1978,1,16,1999,2002,2011
"9c316d7f","9c316d7f-2850-4292-9021-e1c6a0ee525d",474463,"andeb004","anderbr04",8223,"Brett","Anderson","Brett Franklin","",1988,2,1,2007,2009,2019
"1e019ece","1e019ece-430d-4605-8b5f-286ee62a6462",605119,"andeb006","anderbr06",18289,"Brian","Anderson","Brian Wade","",1993,5,19,2014,2017,2019
"66f53b6d","66f53b6d-2738-43b8-a1e8-1fe195a68642",457762,"andeb005","anderbr05",9871,"Bryan","Anderson","Bryan Douglas","",1986,12,16,2005,2010,2015
"2c1db666","2c1db666-9ecf-488a-99c1-8472a582fd0e",502624,"andec001","anderch01",6895,"Chase","Anderson","Robert Chase","",1987,11,30,2009,2014,2019
"193a1391","193a1391-d3f6-45bb-9c36-d26ed7c0e1d1",594736,"andec002","anderco01",12799,"Cody","Anderson","Cody Andrew","",1990,9,14,2011,2015,2019
"db4baaee","db4baaee-e072-4d73-b95a-f476e73028a0",623454,"anded003","anderdr02",15130,"Drew","Anderson","Andrew James","",1994,3,22,2012,2017,2019
"3b76e2fb","3b76e2fb-26cc-4bbb-8e61-a93a0923c7fa",110236,"andeg001","anderga01",2,"Garret","Anderson","Garret Joseph","",1972,6,30,1990,1994,2010
"f3e3c36d","f3e3c36d-c974-4a82-b1ec-683b52cd8129",605121,"andej005","anderju01",16201,"Justin","Anderson","Justin Charles","",1992,9,28,2014,2018,2019
"41933ceb","41933ceb-a3ef-434e-b200-a3a5923f4fb1",502249,"andel002","anderla03",9018,"Lars","Anderson","Lars Eric","",1987,9,25,2007,2010,2012
"d44331fe","d44331fe-afdd-4b8e-bb51-2bfdbfd13541",623433,"","anderni01",18337,"Nick","Anderson","Nick Paul","",1990,7,5,2012,2019,2019
"f5dadbc8","f5dadbc8-71a6-41bf-9951-f5bc45a146a5",641312,"","andersh01",19453,"Shaun","Anderson","Shaun","",1994,10,29,2016,2019,2019
"2a3a5c08","2a3a5c08-3593-48c1-9921-59d4ae03899c",664196,"andet003","anderta01",18029,"Tanner","Anderson","Tanner Ackley","",1993,5,27,2015,2018,2019
"8b0ef2c7","8b0ef2c7-2f8a-43f3-a3ca-a17a86f1eeff",641313,"andet001","anderti01",15172,"Tim","Anderson","Timothy Devon","",1993,6,23,2013,2016,2019
"5979132a","5979132a-cc95-479a-9f2c-fb9b7a3d2dce",542881,"andet002","anderty01",12880,"Tyler","Anderson","Tyler John","",1989,12,30,2012,2016,2019
"7894e4a8","7894e4a8-1c3e-4d95-9e6d-839cba8b255e",435180,"andir001","andinro01",4900,"Robert","Andino","Robert Lazaro","",1984,4,25,2002,2005,2016
"f7f6af46","f7f6af46-36f4-4c53-a1d6-51047a358ae7",607430,"andrj001","andrejo03",13012,"John","Andreoli","John Francis","",1990,6,9,2011,2018,2018
"5055bc22","5055bc22-01d2-4578-981f-b5add10b94d9",542882,"andrm001","andrima01",12022,"Matt","Andriese","Matthew Lee","",1989,8,28,2011,2015,2019
"c80ba0d3","c80ba0d3-b8f7-43e2-b571-8341fdd7901b",462101,"andre001","andruel01",8709,"Elvis","Andrus","Elvis Augusto","",1988,8,26,2005,2009,2019
"199bb60b","199bb60b-81ef-4968-8360-d6df78ca1a5d",609280,"andum001","andujmi01",15878,"Miguel","Andujar","Miguel Enrique","",1995,3,2,2012,2017,2019
"acae46d3","acae46d3-0a5d-47c2-af55-902bb17a2c7f",518408,"anglm001","anglema01",8136,"Matt","Angle","Matthew Ryan","",1985,9,10,2007,2011,2011
"38f2da1b","38f2da1b-9a34-4af0-8132-207fee0f02e5",150449,"ankir001","ankieri01",1142,"Rick","Ankiel","Richard Alexander","",1979,7,19,1998,1999,2013
"ea427009","ea427009-9843-4b40-a381-d2a18cc10974",542883,"annad001","annade01",8353,"Dean","Anna","Dean William","",1986,11,24,2008,2014,2015
"15e24027","15e24027-4b7d-419d-a3db-49a2a29efd0d",542884,"antod001","antoldu01",7119,"Dustin","Antolin","Dustin Kamakana Mai Ku'u Makualani","",1989,8,9,2008,2016,2016
"58f0ceee","58f0ceee-d3c3-48b8-83a1-227ee3f15b70",493114,"aokin001","aokino01",13075,"Nori","Aoki","Norichika","",1982,1,5,2004,2012,2017
"6d4734b4","6d4734b4-acf1-491f-8ccb-ed3ad52209b2",606157,"aquia001","aquinar01",15482,"Aristides","Aquino","Aristides","",1994,4,22,2011,2018,2019
"47550231","47550231-5f96-4c3a-9397-587f5ce74bb2",593969,"aquij001","aquinja01",13150,"Jayson","Aquino","Jayson Julio","",1992,11,22,2010,2016,2017
"c6d33bf6","c6d33bf6-d709-4189-8040-5b671f12b4cd",644364,"aranv001","aranovi01",15915,"Victor","Arano","Victor Teodoro","",1995,2,7,2013,2017,2019
"780c10d2","780c10d2-8109-42ee-af30-e3d2629c9c23",542587,"araue001","araujel01",12854,"Elvis","Araujo","Elvis Alejandro","",1991,7,15,2008,2015,2016
"8c6bbeab","8c6bbeab-ac79-4d7a-bdc2-2fe0ec56664a",606478,"araup001","araujpe01",17697,"Pedro","Araujo","Pedro","",1993,7,2,2011,2018,2019
"5349c1c0","5349c1c0-61b8-48a1-abeb-0766c6f86e98",502042,"archc001","archech01",6345,"Chris","Archer","Christopher Alan","",1988,9,26,2006,2012,2019
"456018a2","456018a2-ed81-4fd1-bea0-35a192fdf890",516472,"arcif001","arciafr01",10286,"Francisco","Arcia","Francisco Antonio","",1989,9,14,2007,2018,2018
"2928af2b","2928af2b-53fb-4d6c-9065-b2d47972f1a0",606115,"arcio002","arciaor01",13185,"Orlando","Arcia","Orlando Jesus","",1994,8,4,2011,2016,2019
"4794bc84","4794bc84-a4a7-4315-94f6-abe3d3f5856a",542455,"arcio001","arciaos01",10306,"Oswaldo","Arcia","Oswaldo Celestino","",1991,5,9,2008,2013,2016
"4009314f","4009314f-9f9c-4ccb-bf41-754ca25f0f42",571448,"arenn001","arenano01",9777,"Nolan","Arenado","Nolan James","",1991,4,16,2009,2013,2019
"1e8866f5","1e8866f5-eb35-4379-85f6-eadc89ec5b3a",450317,"arenj001","arencjp01",697,"J. P.","Arencibia","Jonathan Paul","",1986,1,5,2007,2010,2015
"242898e9","242898e9-9a74-47fd-8856-bd63b17b7c3b",435078,"ariaj001","ariasjo01",3817,"Joaquin","Arias","Joaquin","",1984,9,21,2002,2006,2015
"b3d5b732","b3d5b732-4f31-4e3f-9111-e8412d37f3d3",660494,"","armenro01",17679,"Rogelio","Armenteros","Rogelio","",1994,6,30,2011,2019,2019
"3037a53e","3037a53e-c7f2-4840-b85e-113bd888ef6f",542888,"armss001","armstsh01",12857,"Shawn","Armstrong","Shawn Michael","",1990,9,11,2011,2015,2019
"326cf985","326cf985-254a-46c3-b129-c06af2ebb57e",608167,"aro-j001","arojo01",14699,"Jonathan","Aro","Jonathan Arturo","",1990,10,10,2011,2015,2016
"d3eebd0c","d3eebd0c-61ac-42b1-8d16-6975218bba43",668227,"","arozara01",19290,"Randy","Arozarena","Randy","",1995,2,28,2013,2019,2019
"136fd76e","136fd76e-4726-488a-8587-144ef4e6065e",650333,"","arraelu01",18568,"Luis","Arraez","Luis Sangel","",1997,4,9,2014,2019,2019
"9ebd51cf","9ebd51cf-dc5a-4140-86b7-14346d7bfd75",461766,"arrej001","arredjo01",4722,"Jose","Arredondo","Jose Juan","",1984,3,12,2004,2008,2012
"95cae16c","95cae16c-838e-48a3-879e-73da1775cea2",453562,"arrij001","arrieja01",4153,"Jake","Arrieta","Jacob Joseph","",1986,3,6,2007,2010,2019
"b271cb80","b271cb80-1870-4656-a642-f7a55eb03ffc",276520,"arrob001","arroybr01",978,"Bronson","Arroyo","Bronson Anthony","",1977,2,24,1995,2000,2017
"11b9597b","11b9597b-c5fc-4b60-8652-4ae3d3297d1b",624414,"arroc001","arroych01",16434,"Christian","Arroyo","Christian Israel","",1995,5,30,2013,2017,2019
"eb1c5bb4","eb1c5bb4-f9e7-47a3-9ad5-456d80aac7b3",628326,"arrue001","arrueba01",15809,"Erisbel","Arruebarrena","Barbaro Erisbel","",1990,3,25,2007,2014,2014
"1b0aa820","1b0aa820-9ba1-4f7b-b783-ebad8937f9ab",600858,"","arteahu01",13595,"Humberto","Arteaga","Humberto Jose","",1994,1,23,2011,2019,2019
"ae2f24dd","ae2f24dd-64c3-4184-ba6f-f8e3b59964de",448857,"ascaj001","ascanjo01",3951,"Jose","Ascanio","Jose Eleazar","",1985,5,2,2003,2007,2011
"4d06fcb6","4d06fcb6-859f-41b3-9daf-91f7cd017442",605125,"aschc001","ascheco01",11997,"Cody","Asche","Cody James","",1990,6,30,2011,2013,2017
"d23336ac","d23336ac-e0bf-4d72-bfb7-89b459bea02f",446003,"valdl001","valdelu01",3332,"Jairo","Asencio","Jairo Manuel","",1983,5,30,2004,2009,2013
"821aa596","821aa596-f5dc-4621-8eaf-ae229f2ac06c",594742,"ashea001","asheral01",13560,"Alec","Asher","Alec Edward","",1991,10,4,2012,2015,2018
"7a1d4bb0","7a1d4bb0-b4e4-45dc-87e5-5d9540ba7870",502213,"ashln001","ashlene01",3274,"Nevin","Ashley","Nevin Robert","",1984,8,14,2006,2015,2015
"9967c5fe","9967c5fe-bb37-40b3-ae3d-562857aac3e7",592120,"astib001","astinba01",14812,"Barrett","Astin","Barrett","",1991,10,22,2013,2017,2017
"80de5342","80de5342-0dd0-417c-9923-a37aacec8278",553902,"astuw001","astudwi01",15608,"Willians","Astudillo","Willians Jose","",1991,10,14,2009,2018,2019
"df1846f7","df1846f7-6a5f-4c01-9530-a8ced9526d69",641319,"asuac001","asuajca01",15197,"Carlos","Asuaje","Carlos A.","",1991,11,2,2013,2016,2018
"210156b0","210156b0-d83e-41a3-934b-c64b81b4b706",425786,"atchs001","atchisc01",2642,"Scott","Atchison","Scott Barham","",1976,3,29,1999,2004,2015
"f4e0cdfc","f4e0cdfc-c1fe-425d-846f-ae5adfbe865a",457447,"atill001","atilalu01",3802,"Luis","Atilano","Luis A.","",1985,5,10,2003,2010,2010
"f986df97","f986df97-1892-4b5e-a9d2-d1c9c2391e8d",425548,"atkig001","atkinga01",1790,"Garrett","Atkins","Garrett Bernard","",1979,12,12,2000,2003,2010
"0a858276","0a858276-65b5-4a1f-a471-887490391e49",444444,"atkim001","atkinmi01",8369,"Mitch","Atkins","Mitchell Shane","",1985,10,1,2004,2009,2011
"c48a6cc7","c48a6cc7-709d-4836-a2c9-203c63e2457c",446248,"augeb001","augenbr01",936,"Bryan","Augenstein","Bryan Christopher","",1986,7,11,2007,2009,2011
"29dc31b8","29dc31b8-c8a6-42b2-b9cd-ae40f24b3eb3",518418,"aumop001","aumonph01",5362,"Phillippe","Aumont","Phillippe","",1989,1,7,2008,2012,2015
"21414447","21414447-d981-4710-83a4-c58e05fdce63",110385,"ausmb001","ausmubr01",546,"Brad","Ausmus","Bradley David","",1969,4,14,1988,1993,2010
"13f726c5","13f726c5-c32f-4d88-b9d0-ba0dfcab1a66",592122,"austt001","austity01",11850,"Tyler","Austin","Christopher Tyler","",1991,9,6,2010,2016,2019
"d121d23e","d121d23e-5e5b-4715-90a2-7057bf93d1b5",623214,"avela001","aveliab01",15496,"Abiatal","Avelino","Abiatal","",1995,2,14,2012,2018,2019
"b72bf898","b72bf898-63c9-4689-af17-4d7f23554f97",542897,"averx001","averyxa01",8471,"Xavier","Avery","Xavier Tyrone","",1990,1,1,2008,2012,2012
"6b72d623","6b72d623-cdff-461b-8236-2395a881e6e4",488671,"avila001","avilaal01",7476,"Alex","Avila","Alexander Thomas","",1987,1,29,2008,2009,2019
"9bf5560e","9bf5560e-8c18-4843-81ee-1a7c7c38240d",658648,"","avilape01",18864,"Pedro","Avila","Pedro Manuel","",1997,1,14,2015,2019,2019
"c7f3cea9","c7f3cea9-c41a-40b4-b503-ead90549bee0",501593,"avill001","avilalu01",2882,"Luis","Avilan","Luis Armando","",1989,7,19,2006,2012,2019
"4f207309","4f207309-ab09-4348-9e0c-b12f2a41c155",449107,"avilm001","avilemi01",5986,"Mike","Aviles","Michael Anthony","",1981,3,13,2003,2008,2017
"2f998dea","2f998dea-841d-4bb1-8b3e-268d0827590b",518420,"axeld001","axelrdy01",9303,"Dylan","Axelrod","Dylan Davis Haines","",1985,7,30,2007,2011,2015
"eadaf6ee","eadaf6ee-3b19-4c46-a718-67ee54a80abc",446099,"axfoj001","axforjo01",9059,"John","Axford","John Berton","",1983,4,1,2007,2009,2018
"97c934d4","97c934d4-925d-4903-a7d6-54d3c0c95bb3",425646,"ayall001","ayalalu01",1650,"Luis","Ayala","Luis Ignacio","",1978,1,12,1997,2003,2013
"97da5284","97da5284-0444-4a72-ba7a-7622cec05e60",430947,"aybae001","aybarer01",4082,"Erick","Aybar","Erick Johan","",1984,1,14,2002,2006,2017
"9ebb1599","9ebb1599-b373-4cc9-8ff8-910a4a320966",430632,"aybaw001","aybarwi01",2192,"Willy","Aybar","Willy Del Jesus","",1983,3,9,2000,2005,2010
"b7572fe0","b7572fe0-c704-4243-89a2-0cfe45f88ad5",488674,"badeb001","badenbu01",9736,"Burke","Badenhop","Burke Heinrich","",1983,2,8,2005,2008,2015
"99392937","99392937-269d-4d8b-9c8b-58e4bf41840c",664056,"badeh001","baderha01",18030,"Harrison","Bader","Harrison Joseph","",1994,6,3,2015,2017,2019
"1cadf67f","1cadf67f-1b8e-4045-8ac4-ef4c9a630465",276056,"baezd001","baezda01",367,"Danys","Baez","Danys G.","",1977,9,10,1997,2001,2011
"c8fba9da","c8fba9da-4d1b-4251-ac75-91e5a570b6f8",595879,"baezj001","baezja01",12979,"Javier","Baez","Ednel Javier","",1992,12,1,2011,2014,2019
